"This is a reference key to DimGeography table to get info about the Region details of the Onestore Orders. Logic: DeliveryGeographyKey is populated by joining the MarketName column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone and Country_Name column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team with CountryShortName in DimGeography",ok,,,
"Derived by applying decode logic on Total_Price column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team and Quantity, TotalPrice, chargedamount, LineItemTaxAmount columns coming from MsOrder-Materialized DeltaStream files coming from upstream source cornerstone and Asimov.v4.Cll file coming from upstream source cornerstone and ExchangeRateAmt column from EDLS source provided by Store Business Team.
Logic: if abs(Msorder.Quantity) != Asimovcll.Quantity then Msorder.TotalPrice * AsimovCll.Quantity else Msorder.TotalPrice
if Msorder.Quantity or Msorder.TotalPrice = NULL then (AsimovCll.chargedamount - (AsimovCll.LineItemTaxAmount * Asimovcll.Quantity)) * EDLS.ExchangeRateAmt""",ok,,,
This is a reference key to FactMessaging table to get the chat details of OneStoreTransaction. Logic: MessagingStartingURLKey is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging.,ok,,,
This is a reference key to FactMessaging table to get the chat engaged details of OneStoreTransaction. Logic: MessagingCampaignEngagementKey is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging.,ok,,,
"This is a reference key to DimLocaleLanguage table to get info about the Loacle details of the Onestore Orders. Logic: LocaleLanguageKey is populated by joining the LOCALE_ID column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team with LocaleCode in DimLocaleLanguage",ok,,,
"This is a reference key to DimMSStoreSite table to get info about the StoreSite details of the Onestore Orders. Logic: MSStoreSiteKey is populated by joining the Site_Id column and HardCocded value 'APGC' from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team with SiteIdRegion and SiteId columns in DimMsStoreSite",ok,,,
"This is a reference key to DimTime table to get info about the Transaction DayTime details of the Onestore Orders. Logic: UTCTimeKey is populated by joining the taking time values of Order_Date column converted to PST timezone of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, time value of GoalTimeStamp column converted to PST TimeZone of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and time value of OrderCreatedDate column converted to PST TimeZoneof Asimov.v4.Cll file coming from upstream source cornerstone with Time in DimTime",ok,,,
"Derived by applying decode login on Quantity, Tax, LineItemTaxAmount columns of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone and of Asimov.v4.Cll file coming from upstream source cornerstone and ExchangeRateAmt column from EDLS source provided by Store Business Team. 
Logic: if abs(MsOrder.Quantity) != Cll.Quantity then MsOrder.Tax * Cll.Quantity else Msorder.Tax
if Msorder.Quantity or Msorder.Tax = NULL then Cll.LineItemTaxAmount * Cll.Quantity * EDLS.ExchangeRateAmt",ok,,,
This is a reference key to FactMessaging and FactChatVendor tables to get the details of device used for chat of OneStoreTransaction. Logic: ChatDeviceKey is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging and FactChatVendor.,ok,,,
This is a reference key to DimPaymentMenthod table to get info about the Payment details of the Onestore Orders. Logic: PayMenthodKey is populated by joining the PaymentTypeId column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone with PaymentMethod column in DimPaymentMethod,ok,,,
"This is a reference key to DimApplication table to get info about the Application details of the Onestore Orders. Logic: ApplicationKey is populated by joining the AppId, ServiceRequestId columns of Asimov.v4.Cll file coming from upstream source cornerstone with ApplicationName column in DimApplication",ok,,,
Direct mapping to ServiceRequestId columns of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and Asimov.v4.Cll file coming from upstream source cornerstone.,ok,,,
HardCoded to 0 as there is no data coming from Cornerstone source,ok,,,
This is a reference key to DimExecPL table to get details about the Execution Plan of OneStore Orders. Logic: ExecPLKey is populated by joining Alias column of Asimov.v4.Cll file coming from upstream source cornerstone with UserId column in DimEmployee and DimEmployee joined with DimExecPL by ExecPLKey from both tables and selected ExecPLCode,ok,,,
Direct Mapping to CustomerId column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone ,ok,,,
"This is a reference key to DimRevOrder table to get info about the Order details of the Onestore. Logic: OrderKey is populated by joining the OrderId column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, OrderId column of of Asimov.v4.Cll file coming from upstream source cornerstone and  ActionId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with OrderId column in DimRevOrder",ok,,,
"HardCoded to 1 if Service Activity Category contains 'button', if category is null then it will check for the campaign engagement name. Flag to determine whether the conversation is Button Accepted. ",ok,,,
"This table contains consumer revenue metrics of order states such as 'Cancelled', 'Failed', 'Ordered', 'Refunded', 'RefundFailed' like Total Revenue, Order Count etc. coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, MsOrder-Materialized DeltaStream files coming from upstream source cornerstone, Asimov.v4.Cll file coming from upstream source cornerstone and RevenueReport-Insession and CrossSession excel files provided by Store Business Team Sources",ok,,,
"This is a reference key to DimDate table to get info about the Transaction Day details of the Onestore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: UTCDateKey is populated by joining the Order_Date column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, GoalTimeStamp column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and OrderCreatedDate column of Asimov.v4.Cll file coming from upstream source cornerstone with CalendarDate converted to PST in DimDate",ok,,,
"This is a reference column from FactMessaging table to get the Interactive details of OneStoreTransaction having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: IsInteractive is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging.",ok,,,
"This is a reference key to DimCustomerSalesRegion table to get Sales Region details of the Onestore Orders of having OrderStates ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: SalesRegionKey is populated by joining the MarketName column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone and Country_Name column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team with GeographyKey in FactChatGeographyKey_Dimgeoregion and FactChatGeographyKey_Dimgeoregion joined with DimCustomerSalesRegion by CountryShortName column in FactChatGeographyKey_Dimgeoregion and CountryName column in DimCustomerSalesRegion",ok,,,
"This is a reference key to DimExecPL table to get details about the Execution Plan of OneStore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: ExecPLKey is populated by joining Alias column of Asimov.v4.Cll file coming from upstream source cornerstone with UserId column in DimEmployee and DimEmployee joined with DimExecPL by ExecPLKey from both tables and selected ExecPLCode",ok,,,
"This is a reference key to DimTime table to get info about the Transaction DayTime details of the Onestore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: UTCTimeKey is populated by joining the taking time values of Order_Date column converted to PST timezone of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, time value of GoalTimeStamp column converted to PST TimeZone of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and time value of OrderCreatedDate column converted to PST TimeZoneof Asimov.v4.Cll file coming from upstream source cornerstone with Time in DimTime",ok,,,
"This is a reference key to FactMessaging table to get the chat engaged details of OneStoreTransaction  having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: MessagingCampaignEngagementKey is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging.",ok,,,
